ticker_token,trade_type,strategy,ticker_symbol,qty,entry_time,entry_price,exit_time,exit_price,pnl,tag,notes,debug
11749378,long,bounce,BANKNIFTY2351843700CE,350,2023-05-16 09:16:11.624592,397.8,2023-05-16 09:16:47.172800,416.75,6632.5,,,False
11752706,short,bounce,BANKNIFTY2351844300PE,450,2023-05-16 10:03:47.480198,359.95,2023-05-16 10:06:11.289981,341.8,-8167.5,,,False
11750402,long,bounce,BANKNIFTY2351843900CE,800,2023-05-16 10:18:56.264224,335.3,2023-05-16 10:21:26.376377,325.5,-7840.0,,,False
11752706,short,bounce,BANKNIFTY2351844300PE,575,2023-05-16 10:26:38.235263,343.0,2023-05-16 10:27:41.199234,355.3,7072.5,,,False
11749890,long,bounce,BANKNIFTY2351843800CE,575,2023-05-16 10:33:00.951106,346.8,2023-05-16 10:33:36.714630,356.1,5347.5,,,False
11752706,short,bounce,BANKNIFTY2351844300PE,450,2023-05-16 10:43:44.565069,355.95,2023-05-16 10:47:28.002498,356.35,180.0,,,False
11752706,short,bounce,BANKNIFTY2351844300PE,675,2023-05-16 11:14:51.247706,355.0,2023-05-16 11:16:01.601796,364.8,6615.0,,,False
11750402,long,bounce,BANKNIFTY2351843900CE,625,2023-05-16 11:57:28.189085,298.65,2023-05-16 11:58:01.153595,303.3,2906.25,,,False
11749890,long,bounce,BANKNIFTY2351843800CE,350,2023-05-16 12:34:25.526771,302.95,2023-05-16 12:34:39.925891,318.2,5337.5,,,False
11752194,short,bounce,BANKNIFTY2351844200PE,525,2023-05-16 12:44:26.214235,316.0,2023-05-16 12:44:34.859396,321.0,2625.0,,,False
